"","X","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place","lyrics","youtube_url"
"63",100,2021,"2","7",14,"Moldova","Natalia Gordienko","Sugar","English","Pop","Female",1,62,53,11,6,13,"Sugar\n\nI can't explain it but there's something going on\nA crazy energy inside of me\nFirst just a tingle, then it turned into a burn\nLike fire in my blood\n\nAnd now I hear my body talk, talk, talk\nA taste is all, all I need\nAnd I'm about to climb the walls\nNo way I'll be alone tonight\n\nCome over, come over\nI'm over doing without you\nCome over, come over\nHey lover, give me some sugar\n\nGot me addicted, so you can't take it away\nGet me all satisfied\n\nAnd now I hear my body talk, talk, talk\nA taste is all, all I need\nAnd I'm about to climb the walls\nNo way I'll be alone tonight\n\nCome over, come over\nI'm over doing without you\nCome over, come over\nHey lover, give me some sugar\n\nJust took a little kiss to show how I was missing out\nCompared to you no one has anything to brag about\nYour lips are hot and sweet, I feel it to my knees\nNow I want only one, sugar, sugar on my tongue\nI need your kisseѕ baby, gotta keep 'em coming\n\nOh-oh, oh-oh, oh-oh\n\nSugаr","https://youtube.com/watch?v=5I_1GTehgkI"
"64",102,2021,"2","9",8,"Serbia","Hurricane","Loco Loco","Serbian","Pop","Female",3,82,20,12,3,15,"Loco Loco\n\nRam pam pam\nJa slatka sam i fina\nLoco Loco\nRam pam pam\nJa slatka sam i fina\nHuh-huh, huh - Hurricane!\n\nNemoj da se ljutiš, hrabrost skupi\nJedna cura kao ja ne traži obećanja\nNe skidaš taj pogled ti sa mene\nLako ušla sam ja u tvoje vene\n\nOsmeh tvoj mi kaže\nda me želiš, koga lažeš?\nSlatka kao čoko moko\nhajde budi Loco\n\nRam-ba-ba-bam\nJa slatka sam i fina\nA ti si sam, sam, sam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hajde budi Loco Loco\n\nA ja slatka sam i fina\nA ti si sam, sam, sam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hajde budi Loco Loco\n\nBudi Loco Loco\n\nBaby, baby, baby, čemu drama?\nJedna cura kao ja ne traži obećanja\nBaby, baby, baby, igram sama\nTo što nisi sa mnom, to je tvoja mana\n\nOsmeh tvoj mi kaže\nDa me želiš, koga lažeš?\nSlatka kao čoko moko\nHajde budi Loco\n\nRam-ba-ba-bam\nJa slatka sam i fina\nA ti si sam, sam, sam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hajde budi Loco Loco\n\nA ja slatka sam i fina\nA ti si sam, sam, sam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hajde budi Loco Loco\n\nOne, two, girls, come on!\nLoco Loco, Loco Loco, Loco Loco\nHajde budi Loco Loco\n\nNe skidaš pogled sa mene\nLako sam ti ušla u vene\nHajde budi Loco Loco\n\nA ti si sam, sam, sam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hajde budi Loco Loco\n\nA ja slatka sam i fina\nA ti si sam, sam, ѕam\nI ja znam, znam, znam\nDa biće lom, lom, lom\nZato hаjde budi Loco Loco\n\nLoco Loco","https://youtube.com/watch?v=Q1lkpIqf7a4"
"65",104,2021,"2","11",2,"Albania","Anxhela Peristeri","Karma","Albanian","Ballad","Female",1,35,22,5,4,21,"Karma\n\nZoti nuk ma fal!\n\nJeta si në përrallë më kish llastuar\nLart në qiell si një yll jetoja unë\nQeshja si e marrë kur ti rënkoje\nE pashpirt, vetëm veten doja shumë\n\nZoti nuk ma fal\nBota mbi mua ra\nMë ike ti, më ikën miqtë\nAs dritë nuk ka\n\nZoti nuk ma fal\nT'thirra por zë nuk kam\nLotët mbledhur në dorë\nTë ndryshkur janë\n\nSe të kërkoja nëpër zemra bosh\nDhe e kuptoja asgjë nuk më josh\nE vetme jam\nPo, e vetme jam\n\nKur unë rënkoja, qeshje si i marrë\nE meritoja unë të hiqem zvarrë\nFajtore jam\nPo, fajtore jam\n\nZoti nuk ma fal\nBota mbi mua ra\nMë ike ti, më ikën miqtë\nAs dritë nuk kam\n\nZoti nuk ma fal\nT'thirra por zë nuk kam\nLotët mbledhur në dorë\nTë ndryѕhkur jаnë","https://youtube.com/watch?v=OxniMKVXjqM"
"66",105,2021,"2","12",7,"Portugal","The Black Mamba","Love Is on My Side","English","Traditional","Male",1,27,126,6,22,12,"Love Is On My Side\n\nLeft home when I was only sweet sixteen\nChasing blind love and a bunch of broken dreams\nDon't know how I thought I'd be a queen\nI could do anything\nAnd somehow I end up here I don't know why\nI still believe that\n\nLove is on my side\nLove is on my side\nLove is on my side\nMaybe not tonight\n\nI can feel it when it rains\nI can feel it still runnin' through my veins\nRan so fast I couldn't even grow\nForgot where I belong\nSold my body on a dirty cold floor\nYet I believe that\nI believe that\n\nLove is on my side\nLove is on my side\nLove is on my side\non my side\nMaybe not tonight\nLove is…\nLove is…\nLove is…\nLove is on our ѕide\nMаybe not tonight","https://youtube.com/watch?v=qq9SceXaukA"
"67",106,2021,"2","13",17,"Bulgaria","Victoria","Growing Up Is Getting Old","English","Ballad","Female",1,30,140,5,26,11,"Growing Up Is Getting Old\n\nPlaying Tetris with my feelings\nTryna keep them all inside\nHollow shadows and my soul is spilling over\nI'm out of time, mmm-mmh\nClosing every door, wanna be alone\nLonely is a way that I survive\nSick of wanting more, sitting on the floor\nWondering where all my feelings go\n\nNervous system's aching\nGrowing up is getting old\n\nDon't get it\nThere's an ocean of emotion that I'm carrying inside\nI am cautious\n'Cause I've never understood how so much can fit in little me\nStar-crossed soul\nAnd I'm used to letting go\nSink deeper in the flow of it\nMy demons know exactly where my fears\nAre hiding all my tears\n\nI'm torn by nervous system's aching\nGrowing up is getting old\nAnxiety is draining\nGetting up is growing old\n\nAnd if I ever take that second to leave my worries behind\nMaybe I could tread the waters of time\nGet out of my mind\n\nAnd growing up is getting old\nGrowing up is getting old\nGetting up is growing old\n\nIf your world is breaking\nAnd growing up is getting old\nKnow that you're worth saving\nAnd getting up iѕ аll you've got","https://youtube.com/watch?v=B1ZiPrMwMYA"
"68",107,2021,"2","14",16,"Finland","Blind Channel","Dark Side","English","Rock","Male",2,218,83,37,19,6,"Dark Side\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freaks \nAll drinks on me\n\nJust another night on my pitch black paradise \nDon't wanna cry so I gotta get paralyzed \nMy body is my weapon so I keep it loaded \n'Til I'm all over the place like my head exploded\n\nDon't waste your prayers \nThey can't save us \nLifestyles of the sick and dangerous\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side \nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freaks \nAll drinks on me\n\nI'm in a cave of man-made misery \nDiggin' a grave for myself and my enemies \nOf all the dark things that keep me wasted \nYou're the sweetest I've ever tasted\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side\nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nJust another night on my pitch black paradise \nDon't wanna cry so I gotta get paralyzed\n\nDon't waste your prayers \nThey can't save us \nLifestyles of the sick and dangerous\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side \nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freаks \nAll drinkѕ on me","https://youtube.com/watch?v=fOPGxQ4fgVw"
"69",109,2021,"2","16",11,"Switzerland","Gjon's Tears","Tout l'univers","French","Ballad","Male",1,165,267,34,34,3,"Tout l'univers\n\nLaisser le vent qui frôle\nSa main sur mon épaule\nLe vide dans ma tête\nPas la moindre cachette\n\nC'est l'aube qui décline\nDerrière un champ de ruine\nLe moment de grandir\nNe pas te retenir\n\nJe vois derrière nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cœurs sous la terre\nAu milieu des failles où tout éclate\nSe trouver au point d'impact\nSans toi\n\nQue deviendront nos souffles\nS'ils restent sur le bord?\nCet amour qui nous tord\n\nJe vois derrière nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cœurs sous la terre\nAu milieu des failles où tout éclate\nSe trouver au point d'impact\nSans toi\n\nDerrière mes paupières\nTrouver de l'air\n\nTout l'univers \nNos deux cœurs sous la terre\nAu milieu des failles et des ressacs\nNous nous retrouvons au point d'impact \nComment soigner nos cœurs qui éclаtent\nTout l'univerѕ","https://youtube.com/watch?v=jznH_fltcYA"
"70",111,2021,"-","-",23,"Netherlands","Jeangu Macrooy","Birth of a New Age","English, Sranan Tongo","Ballad","Male",1,0,11,0,5,23,"Birth Of A New Age\n\nSkin as rich as the starlit night\nYour rhythm is rebellion, your rhythm is rebellion\nDeep currents running in the rivers of your eyes\nYour rhythm is rebellion, your rhythm is rebellion\nThey spat on your crown and they poisoned your ground\nYour rhythm is rebellion, your rhythm is rebellion\nThey burned your heroes at the stake\nBut your voice will echo all their names\nThis ain't the end, no\nIt's the birth of a new age\n\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\n\nSoul blazin' like a hurricane\nYour rhythm is rebellion, your rhythm is rebellion\nSpirit roaring wild like untamed flames\nYour rhythm is rebellion, your rhythm is rebellion\nThey buried your guts, they imprisoned your thoughts\nYour rhythm is rebellion, your rhythm is rebellion\nThey tried to drain you off your faith\nBut you are the rage that melts the chains\nThis ain't the end, no\nIt's the birth of a new age\n\nWe are the fruit born in the legacy\nOf every forgotten revolutionary\nBorn in resillience, proud like a lion\nWe are the birth of a new age\n\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\nMi na afu sensi\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\nMi na afu sensi\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\nMi na afu sensi\nYu no man broko mi\nYu no man broko mi\nYu no man broko, broko mi\nMi na аfu senѕi","https://youtube.com/watch?v=o3Da5cr2fTs"
"71",112,2021,"-","-",13,"Spain","Blas Canto","Voy a quedarme","Spanish","Ballad","Male",1,0,6,0,2,24,"Voy a quedarme\n\nQuédate esta noche para ver amanecer\nPara sentir tu voz\nAcariciándome\n\nQuédate un segundo más,\nno hay nada que perder\nMientras dibujo un mar\nDe Memorias en tu piel\n\nHe bajado el cielo para descubrir\nQue se esconde en tu mirada\nSólo a unos centímetros de mi\n\nVoy a quedarme y prometo\nQuererte más que ayer\nVoy a besarte muy lento\nComo la primera vez\n\nY dejar atrás el miedo\nCon tu alma entre mis dedos\nQuédate\nPorque yo voy a quedarme\n\nSe que hay muchos como yo\ncon tanto que ofrecer\nPero juro que este amor\nnadie lo podrá vencer\n\nY aunque nuestro baile diera\nun paso marcha atrás\nNo te preocupes yo\nContigo siempre bailaré\n\nQué más da si el mundo se derrumba hoy\no que pasará mañana\nQue yo de tu lado no me voy\n\nVoy a quedarme y prometo\nQuererte más que ayer\nVoy a besarte muy lento\nComo la primera vez\n\nY dejar atrás el miedo\nCon tu alma entre mis dedos\nQuédate\nPorque yo voy a quedarme\n\nA tu lado aunque nos tiemble el suelo\nSe apague el sol\nSe caiga el cielo\nA tan solo unos centímetros los dos\n\nY dejar atrás el miedo\nCon tu alma entre mis dedoѕ\nQuédate\nPorque yo voy a quedаrme","https://youtube.com/watch?v=thV-vhOQHvQ"
"72",113,2021,"-","-",9,"United Kingdom","James Newman","Embers","English","Pop","Male",1,0,0,0,0,26,"Embers\n\nSometimes I know my fire burns low\nBut as long as you're with me I'll never get cold\nDay and night, 'til darkness and light\nI never worry when you're by my side\n\nOh, feelings change and seasons fade\nBut nothing will burn us out\nNothing can stop us now\n\nOut of the embers\nYou and I are gonna light up the room\nOut of the embers\nThere's a fire burning for you\nI feel the heat here\nThere's still a chance for us\nDown here in the ashes, yeah, there's something growing\nOut of the embers\nYou and I are gonna light up the room\n\nLight up the room\nLight up the room\n\nYou and me forever, we're free\nWe're cool under pressure, and that's all we need\nSo take my hand, and forget the past\nWe're in this together, there's no looking back\n\nOh, feelings change and seasons fade\nBut nothing will burn us out\nNothing can stop us now\n\nOut of the embers\nYou and I are gonna light up the room\nOut of the embers\nThere's a fire burning for you\nI feel the heat here\nThere's still a chance for us\nDown here in the ashes, yeah, there's something growing\nOut of the embers\nYou and I are gonna light up the room\n\nLight up the room\n\nOut of the embers\nYou and I are gonna light up the room\nOut of the emberѕ\nYou and I are gonnа light up the room\n\nLight up the room\nLight up the room","https://youtube.com/watch?v=VxNOynEJ6wc"
"73",114,2021,"-","-",15,"Germany","Jendrik","I Don't Feel Hate","English","Pop","Male",1,0,3,0,2,25,"I Don't Feel Hate\n\nI don't feel hate\nI just feel sorry\nYou feel so very clever whenever you find another way to wear me down\nBut I don't feel hate\nI just feel sorry\nSo you can wiggle with that middle finger, it'll never wiggle back to you\n'Cause I don't feel\n\nSorry\n\nI really don't care, that you want to bash me\nDo it with flair and I'll let you be\nI'll let you be common Eileen\nBut don't you dare, mmm, to get angry\nWhen you realize those words just don't hit me\nWhat?\n\n'Cause I don't feel hate\nI just feel sorry\nYou feel so very clever whenever you find another way to wear me down\nBut I don't feel hate\nI just feel sorry\nSo you can wiggle with that middle finger, it'll never wiggle back to you\n'Cause I don't feel hate\n\nSorry\n\nI really don't mind, to be your rival\n'Cause for your kind it's essential for survival\nsay what? He did not just say that\nYes, I did, and I feel sorry\nI don't feel hate, that's the whole point of this song\nI guess you need patronization as some kind of validation\nYou won't cope with the frustration that your random me-fixation\nIs another affirmation that you're just a hateful person\nWho's not really better than me\n\nTap break, uh\n\nI don't feel hate \ndon't feel hate\nI just feel sorry \nI just feel sorry\nYou feel so very clever whenever you find another way to wear me down\nMeine Damen und Herren\nDas war's mit ""I Don't Feel Hate""\nIch hoffe, Sie haben noch ein derbe nices Leben, und bis bald\nBut I don't feel hate\nI just feel sorry\nSo you can wiggle with that middle finger, it'll never wiggle back to you\n'Cause I don't feel hate\nI just feel sorry\nYou feel so very clever whenever you find another way to wear me down\nBut I don't feel hate\nI just feel sorry\nSo you can wiggle, wiggle, wiggle, wiggle, wiggle, wiggle, wiggle, wiggle you\n'Cаuѕe I don't feel","https://youtube.com/watch?v=1m0VEAfLV4E"
